0,-1.68,-1.4018,-1.8127,-2.9937,-0.8857,-0.0696,1
0.002,-1.68,-1.4018,-1.8127,-2.9937,-0.8857,-0.0696,0
0.004,-1.68,-1.4018,-1.8127,-2.9937,-0.8857,-0.0696,1
0.006,-1.6799923000551,-1.40179963096418,-1.81269518031853,-2.99370471736526,-0.885692321692572,-0.0696007449289949,0
0.008,-1.67998460017979,-1.40179926206767,-1.81269036052588,-2.99370943469629,-0.885684643454809,-0.0696014898606051,1
0.01,-1.67997433373357,-1.40179877031222,-1.81268393405275,-2.9937157244369,-0.88567440585886,-0.0696024831099727,0
0.012,-1.67996150079121,-1.40179815584697,-1.81267590078069,-2.99372358654832,-0.885661608979616,-0.0696037246812896,1
0.014,-1.67994610143009,-1.40179741882528,-1.812666260589,-2.99373302098655,-0.885646252894667,-0.0696052145816103,0
0.016,-1.67992813574309,-1.40179655943109,-1.81265501333298,-2.99374402769848,-0.885628337697142,-0.0696069528196073,1
0.018,-1.67990760383857,-1.40179557787894,-1.81264215884396,-2.9937566066219,-0.885607863495708,-0.0696089394055709,0
0.02,-1.6798845058404,-1.40179447441398,-1.81262769692924,-2.99377075768551,-0.885584830414579,-0.0696111743514092,1
0.022,-1.67985884188796,-1.40179324931191,-1.81261162737213,-2.99378648080893,-0.885559238593518,-0.0696136576706475,0
0.024,-1.67983061213612,-1.40179190287907,-1.81259394993194,-2.99380377590266,-0.885531088187846,-0.0696163893784287,1
0.026,-1.67979981675528,-1.40179043545234,-1.81257466434398,-2.99382264286816,-0.885500379368449,-0.0696193694915126,0
0.028,-1.67976645593135,-1.40178884739922,-1.81255377031955,-2.99384308159779,-0.885467112321782,-0.0696225980282757,1
0.03,-1.67973052986581,-1.40178713911779,-1.81253126754593,-2.99386509197482,-0.885431287249887,-0.069626075008711,0
0.032,-1.67969203877564,-1.40178531103668,-1.81250715568641,-2.99388867387348,-0.88539290437039,-0.0696298004544283,1
0.034,-1.6796509828934,-1.40178336361513,-1.81248143438027,-2.99391382715892,-0.885351963916519,-0.069633774388653,0
0.036,-1.6796073624672,-1.40178129734294,-1.81245410324275,-2.99394055168723,-0.885308466137112,-0.0696379968362262,1
0.038,-1.67956117776073,-1.40177911274047,-1.81242516186509,-2.99396884730547,-0.885262411296627,-0.0696424678236051,0
0.04,-1.67951242905326,-1.40177681035867,-1.81239460981452,-2.99399871385161,-0.885213799675159,-0.0696471873788613,1
0.042,-1.67946111663968,-1.40177439077903,-1.81236244663423,-2.99403015115463,-0.885162631568442,-0.0696521555316818,0
0.044,-1.67940724083045,-1.40177185461362,-1.81232867184338,-2.99406315903446,-0.885108907287874,-0.0696573723133679,1
0.046,-1.67935080195169,-1.40176920250505,-1.81229328493712,-2.994097737302,-0.885052627160523,-0.0696628377568351,0
0.048,-1.67929180034516,-1.40176643512648,-1.81225628538655,-2.99413388575914,-0.884993791529144,-0.0696685518966127,1
0.05,-1.67923023636825,-1.40176355318162,-1.81221767263875,-2.99417160419878,-0.884932400752195,-0.0696745147688436,0
0.052,-1.67916611039405,-1.40176055740471,-1.81217744611673,-2.9942108924048,-0.884868455203851,-0.0696807264112835,1
0.054,-1.6790994228113,-1.40175744856055,-1.81213560521949,-2.9942517501521,-0.884801955274021,-0.069687186863301,0
0.056,-1.6790301740245,-1.40175422744444,-1.81209214932194,-2.99429417720662,-0.884732901368366,-0.0696938961658766,1
0.058,-1.67895836445381,-1.40175089488222,-1.81204707777499,-2.99433817332531,-0.884661293908316,-0.0697008543616031,0
0.06,-1.67888399453517,-1.40174745173024,-1.81200038990544,-2.99438373825618,-0.884587133331087,-0.0697080614946843,1
0.062,-1.67880706472027,-1.40174389887537,-1.81195208501605,-2.99443087173829,-0.884510420089701,-0.0697155176109353,0
0.064,-1.67872757547658,-1.40174023723499,-1.81190216238551,-2.99447957350176,-0.884431154653011,-0.0697232227577811,1
0.066,-1.67864552728736,-1.40173646775696,-1.81185062126843,-2.99452984326781,-0.884349337505711,-0.0697311769842573,0
0.068,-1.67856092065171,-1.40173259141965,-1.81179746089534,-2.99458168074874,-0.884264969148364,-0.0697393803410085,1
0.07,-1.67847375608455,-1.40172860923191,-1.81174268047271,-2.99463508564794,-0.884178050097424,-0.0697478328802887,0
0.072,-1.67838403411669,-1.40172452223306,-1.81168627918288,-2.99469005765993,-0.884088580885254,-0.0697565346559599,1
0.074,-1.6782917552948,-1.40172033149291,-1.81162825618412,-2.99474659647038,-0.883996562060155,-0.0697654857234924,0
0.076,-1.67819692018147,-1.4017160381117,-1.81156861061058,-2.99480470175608,-0.883901994186381,-0.0697746861399637,1
0.078,-1.67809952935525,-1.40171164322016,-1.81150734157232,-2.99486437318498,-0.88380487784417,-0.0697841359640581,0
0.08,-1.67799958341061,-1.40170714797945,-1.81144444815526,-2.99492561041624,-0.88370521362977,-0.0697938352560663,1
0.082,-1.67789708295804,-1.40170255358117,-1.81137992942123,-2.99498841310016,-0.883603002155459,-0.0698037840778843,0
0.084,-1.67779202862402,-1.40169786124735,-1.8113137844079,-2.9950527808783,-0.883498244049572,-0.0698139824930134,1
0.086,-1.67768442105107,-1.40169307223044,-1.81124601212881,-2.99511871338339,-0.883390939956532,-0.0698244305665594,0
0.088,-1.6775742608978,-1.4016881878133,-1.81117661157337,-2.99518621023945,-0.883281090536875,-0.0698351283652314,1
0.09,-1.67746154883888,-1.40168320930919,-1.81110558170683,-2.99525527106173,-0.883168696467276,-0.0698460759573421,0
0.092,-1.67734628556513,-1.40167813806178,-1.81103292147027,-2.99532589545676,-0.88305375844058,-0.0698572734128064,1
0.094,-1.6772284717835,-1.4016729754451,-1.81095862978062,-2.99539808302236,-0.882936277165831,-0.0698687208031411,0
0.096,-1.67710810821714,-1.40166772286357,-1.81088270553063,-2.99547183334766,-0.882816253368302,-0.0698804182014638,1
0.098,-1.67698519560541,-1.40166238175195,-1.81080514758886,-2.99554714601315,-0.882693687789524,-0.0698923656824929,0
0.1,-1.6768597347039,-1.40165695357539,-1.81072595479968,-2.99562402059062,-0.882568581187319,-0.069904563322546,1
0.102,-1.67673172628449,-1.40165143982933,-1.81064512598327,-2.99570245664328,-0.882440934335829,-0.0699170111995399,0
0.104,-1.67660117113536,-1.40164584203959,-1.81056265993559,-2.9957824537257,-0.882310748025553,-0.0699297093929893,1
0.106,-1.67646807006104,-1.40164016176228,-1.81047855542839,-2.99586401138387,-0.882178023063377,-0.0699426579840065,0
0.108,-1.67633242388242,-1.40163440058381,-1.81039281120918,-2.99594712915521,-0.882042760272605,-0.0699558570553001,1
0.11,-1.6761942334368,-1.40162856012091,-1.81030542600124,-2.9960318065686,-0.881904960492998,-0.0699693066911747,0
0.112,-1.67605349957794,-1.40162264202057,-1.81021639850362,-2.9961180431444,-0.881764624580808,-0.0699830069775295,1
0.114,-1.67591022317607,-1.40161664796006,-1.81012572739108,-2.99620583839446,-0.881621753408807,-0.0699969580018584,0
0.116,-1.67576440511792,-1.40161057964692,-1.81003341131414,-2.99629519182215,-0.881476347866334,-0.0700111598532479,1
0.118,-1.67561604630678,-1.4016044388189,-1.80993944889904,-2.9963861029224,-0.881328408859321,-0.0700256126223775,0
0.12,-1.67546514766255,-1.40159822724403,-1.80984383874772,-2.99647857118171,-0.881177937310338,-0.0700403164015174,1
0.122,-1.67531171012172,-1.40159194672051,-1.80974657943785,-2.99657259607816,-0.881024934158624,-0.0700552712845292,0
0.124,-1.67515573463747,-1.40158559907677,-1.80964766952276,-2.99666817708146,-0.880869400360131,-0.0700704773668638,1
0.126,-1.67499722217967,-1.40157918617143,-1.80954710753148,-2.99676531365297,-0.880711336887559,-0.0700859347455608,0
0.128,-1.67483617373495,-1.40157270989329,-1.8094448919687,-2.9968640052457,-0.880550744730399,-0.0701016435192476,1
0.13,-1.6746725903067,-1.40156617216129,-1.80934102131479,-2.99696425130439,-0.880387624894969,-0.0701176037881385,0
0.132,-1.67450647291514,-1.40155957492453,-1.80923549402575,-2.99706605126548,-0.880221978404457,-0.0701338156540337,1
0.134,-1.67433782259736,-1.40155292016225,-1.8091283085332,-2.99716940455718,-0.880053806298962,-0.070150279220318,0
0.136,-1.67416664040736,-1.40154620988379,-1.80901946324442,-2.99727431059946,-0.879883109635535,-0.07016699459196,1
0.138,-1.67399292741609,-1.40153944612861,-1.80890895654228,-2.99738076880412,-0.879709889488224,-0.0701839618755112,0
0.14,-1.67381668471147,-1.40153263096623,-1.80879678678524,-2.99748877857478,-0.879534146948112,-0.0702011811791047,1
0.142,-1.67363791339848,-1.40152576649626,-1.80868295230737,-2.99759833930695,-0.879355883123363,-0.0702186526124543,0
0.144,-1.67345661459916,-1.40151885484835,-1.8085674514183,-2.997709450388,-0.879175099139267,-0.0702363762868532,1
0.146,-1.67327278945269,-1.40151189818219,-1.80845028240322,-2.99782211119727,-0.878991796138283,-0.0702543523151731,0
0.148,-1.67308643911541,-1.40150489868748,-1.80833144352287,-2.99793632110604,-0.878805975280087,-0.0702725808118628,1
0.15,-1.67289756476088,-1.40149785858394,-1.80821093301354,-2.99805207947756,-0.878617637741609,-0.0702910618929475,0
0.152,-1.6727061675799,-1.40149078012124,-1.80808874908701,-2.99816938566715,-0.878426784717091,-0.070309795676027,1
0.154,-1.6725122487806,-1.40148366557905,-1.80796488993059,-2.99828823902213,-0.878233417418125,-0.0703287822802753,0
0.156,-1.67231580958846,-1.40147651726697,-1.80783935370708,-2.99840863888195,-0.878037537073703,-0.0703480218264383,1
0.158,-1.67211685124636,-1.40146933752452,-1.80771213855475,-2.99853058457817,-0.877839144930266,-0.0703675144368339,0
0.16,-1.67191537501462,-1.40146212872114,-1.80758324258735,-2.99865407543449,-0.877638242251749,-0.0703872602353496,1
0.162,-1.67171138217107,-1.40145489325616,-1.80745266389407,-2.99877911076681,-0.877434830319633,-0.0704072593474419,0
0.164,-1.67150487401108,-1.40144763355879,-1.80732040053952,-2.99890568988328,-0.877228910432992,-0.0704275119001347,1
0.166,-1.67129585184764,-1.40144035208806,-1.80718645056377,-2.99903381208426,-0.877020483908545,-0.070448018022018,0
0.168,-1.67108431701136,-1.40143305133285,-1.80705081198226,-2.99916347666245,-0.8768095520807,-0.0704687778432473,1
0.17,-1.67087027085055,-1.40142573381186,-1.80691348278584,-2.99929468290288,-0.876596116301617,-0.0704897914955405,0
0.172,-1.67065371473131,-1.40141840207357,-1.80677446094072,-2.99942743008292,-0.876380177941246,-0.0705110591121786,1
0.174,-1.67043465003748,-1.40141105869621,-1.80663374438847,-2.99956171747239,-0.876161738387386,-0.0705325808280029,0
0.176,-1.67021307817081,-1.40140370628778,-1.80649133104601,-2.99969754433353,-0.875940799045736,-0.0705543567794142,1
0.178,-1.66998900055092,-1.401396347486,-1.80634721880559,-2.99983490992109,-0.875717361339947,-0.070576387104371,0
0.18,-1.66976241861541,-1.40138898495829,-1.80620140553476,-2.99997381348232,-0.875491426711676,-0.0705986719423885,1
0.182,-1.66953333381989,-1.40138162140175,-1.80605388907636,-3.00011425425705,-0.875262996620639,-0.0706212114345365,0
0.184,-1.66930174763802,-1.40137425954314,-1.80590466724851,-3.00025623147773,-0.875032072544664,-0.0706440057234387,1
0.186,-1.66906766156162,-1.40136690213885,-1.8057537378446,-3.00039974436945,-0.874798655979749,-0.0706670549532702,0
0.188,-1.66883107710066,-1.40135955197488,-1.80560109863324,-3.00054479214998,-0.874562748440112,-0.070690359269757,1
0.19,-1.66859199578335,-1.40135221186682,-1.80544674735827,-3.00069137402983,-0.874324351458253,-0.0707139188201734,0
0.192,-1.66835041915617,-1.40134488465984,-1.80529068173875,-3.0008394892123,-0.874083466585002,-0.0707377337533414,1
0.194,-1.66810634878399,-1.40133757322861,-1.80513289946892,-3.00098913689351,-0.873840095389583,-0.0707618042196282,0
0.196,-1.66785978625004,-1.40133028047736,-1.80497339821818,-3.00114031626241,-0.873594239459668,-0.070786130370945,1
0.198,-1.66761073315604,-1.40132300933976,-1.80481217563109,-3.00129302650091,-0.873345900401426,-0.0708107123607456,0
